OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,name_sam
28,Escambia,48,Wilbur Barry Highway,"That portion of U.S. 29/Pensacola Boulevard between W Street and Marcus Pointe Boulevard/Stumpfield Road in Escambia County is designated as ""Wilbur Barry Highway.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3,Pensacola Boulevard, ,, ,, ,28,638.090459819,0,4ca92d3a-ca10-4d1d-81e0-974cf388d494,739.447984755057,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jeffrey_Epstein,no,1953-01-20,Found,55,TRUE,seq=1.5; last-mismatch:-4; human:+40; fl:+10; us:+5,"Jeffrey Epstein was born on January 20, 1953, in Brooklyn, New York, USA, and died on August 10, 2019, in Manhattan, New York. He was a financier and convicted sex offender known for his wealth, high-profile social connections, and involvement in a widespread sex trafficking ring. Epstein began his career as a teacher before transitioning to finance at Bear Stearns, eventually founding his own firm, J. Epstein & Co. His case gained global notoriety due to allegations involving minors, his mysterious death in custody, and ties to influential figures in politics, business, and academia.","['Cooper Union (dropped out)', 'Courant Institute of Mathematical Sciences, New York University (no degree)']",2019-08-10,"Brooklyn, New York, United States","Manhattan, New York, United States",male,no,yes,no,no,Wilbur Barry
29,Franklin,49,SP4 Robert Clifford Millender Memorial Highway,"That portion of U.S. 98/S.R. 30 between Ryan Drive/W. 11th Street and N.E./S.E. 12th Street in Franklin County is designated as ""SP4 Robert Clifford Millender Memorial Highway.""",US-98/SR-30,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3, , ,, ,, ,29,93.8070992372,0,0759624d-913c-4b9c-afd6-fa3fdf2047c1,108.08520505244,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,SP4 Robert Clifford Millender
30,Hillsborough,10,Francisco A. Rodriguez Avenue,"That portion of N. Willow Avenue between W. Cypress Street and W. Cass Street in Hillsborough County is designated as ""Francisco A. Rogriguez Avenue.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,7,N. Willow Avenue, ,, ,, ,30,240.18416952,0,c0630820-5a02-4df0-bdaf-9415c360f145,273.168862164841,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Paco_Rodriguez,no,1991-04-16,Found,68.4,TRUE,seq=14.4; human:+40; fl:+10,"Francisco José Rodriguez, known as Paco Rodriguez, is a former professional baseball pitcher born on April 16, 1991. He played in Major League Baseball (MLB) for teams including the Los Angeles Dodgers, Atlanta Braves, and San Diego Padres from 2012 to 2016. Rodriguez was recognized for his strong left-handed pitching, particularly during his early career with the Dodgers, where he became a key reliever. Though his MLB career was relatively short, he contributed to multiple teams and later played in independent leagues like the Sugar Land Skeeters.",,,"Miami, Florida, United States",not found,male,yes,no,no,no,Francisco A. Rodriguez
31,Hillsborough,10,Helen Gordon Davis Boulevard,"That portion of Davis Boulevard between Adalia Avenue and Adriatic Avenue in Hillsborough County is designated as ""Helen Gordon Davis Boulevard.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,7,Davis Boulevard, ,, ,, ,31,426.314246967,0,13fe712c-2dae-4153-bd40-9586b7dcab67,483.851747595156,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Helen_Davis,no,,Found,75,TRUE,seq=15.2; human:+40; fl:+10; us:+5,"Helen Davis is a figure with limited publicly available biographical information. No specific birth or death dates, notable achievements, or professional roles are documented in the provided content. The Wikipedia entry lacks substantive details about her life, career, or historical significance. Without further context, her background and contributions remain unclear.",,,not found,not found,not found,no,no,no,no,Helen Gordon Davis
32,Levy,34,Deputy A. Hagood Ellzey Memorial Highway,"That portion of U.S. 19/98 South between mile marker 23 and mile marker 25 in Levy County is designated as ""Deputy A. Hagood Ellzey Memorial Highway.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,2, , ,, ,, ,32,3216.85316207,0,cffcb0a7-3026-4e6b-9886-73468021ff7a,3701.58139594297,,,,,,,,,,,,,Not Found,no,,Not Found,0,FALSE,no-candidates,,,,,,,,,,,Deputy A. Hagood Ellzey
33,Miami-Dade,87,Trooper Patrick Ambroise Memorial Highway,"That portion of Homestead Extension of the Florida Turnpike/S.R. 821 between mile marker 34 and mile marker 36 in Miami-Dade County is designated as ""Trooper Patrick Ambroise Memorial Highway.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,Florida Turnpike, ,, ,, ,33,3206.92101187,0,d35c4b78-0fc2-41ab-b0a7-8a2ae6e92bae,3581.95212027145,Trooper Patrick Ambroise,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/20401-trooper-patrick-ambroise,Trooper Patrick Ambroise,35,4 years,Not available,Automobile crash,,"PATRICK AMBROISE Trooper Patrick Ambroise was killed when his patrol car was struck from behind while he was stopped on the shoulder of the Florida Turnpike, near Okeechobee Road. A vehicle being driven on the turnpike suddenly veered onto the shoulder and struck Trooper Ambroise's 2006 Crown Victoria from behind, causing it to burst into flames, and trapping him inside. The driver of the vehicle that caused the crash was seriously injured. Trooper Ambroise had served with the Florida Highway Patrol for four years. He is survived by his wife, two young daughters, mother, and five siblings.",BIO Age 35 Tour 4 years Badge Not available INCIDENT DETAILS Cause Automobile crash Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Automobile crash,https://en.wikipedia.org/wiki/List_of_U.S._police_officers_killed_in_2010,no,,Found,0,TRUE,seq=5.4; last-mismatch:-4; fl-miss:-10; us:+5; nobility:-40,"This content references a Wikipedia list documenting U.S. police officers who died in the line of duty during the year 2010. The page serves as a memorial and statistical record of law enforcement fatalities, including details like names, ranks, and circumstances of death. It highlights the risks faced by officers while performing their duties across various states. The list is part of broader efforts to track and honor fallen officers annually.",,,not found,not found,not found,no,yes,no,no,Trooper Patrick Ambroise
34,Multiple Counties,0,Deputy Christopher Smith Memorial Highway,"That portion of U.S. 90/S.R. 10 between Chaires Cross Road and S.R. 59 in Leon County and Jefferson County is designated as ""Deputy Christopher Smith Memorial Highway.""", ,CS/CS/SB 382,2018/07/01 05:00:00+00,2018,3, , ,, ,, ,34,10976.2657395,0,a0a4d4a9-29cc-4044-80b7-bfdd89905865,12734.0774296333,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Chris_Smith_%28Florida_politician%29,no,,Found,66.6,TRUE,seq=12.6; human:+40; fl:+10,"Chris Smith is an American politician who served in the Florida Legislature, representing parts of Broward and Palm Beach counties. He was a member of the Florida House of Representatives from 2008 to 2012 and later served in the Florida Senate from 2012 to 2016 as a Democrat. In 2016, he ran for the Broward County Commission in District 9 but was unsuccessful in his bid. His political career has focused on issues affecting South Florida, including education and economic development.",,,not found,not found,male,no,yes,no,no,Deputy Christopher Smith
35,Jackson,53,Rep. J. Troy Peacock Bridge,"Bridge Number 500087 on I-10 over the Apalachicola River in Gadsden and Jackson Counties is designated as ""Rep. J. Troy Peacock Bridge.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,3, , ,, ,, ,35,1678.15026918,0,3c718be4-5efd-437d-ba92-dd65dee76299,1947.77777412581,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Wankard_Pooser,no,,Found,50,TRUE,seq=4.7; last-mismatch:-4; human:+40; fl:+10,"Wankard Pooser is a historical figure with limited available biographical information. No specific birth or death dates, notable achievements, or profession are documented in the provided content. The name appears in Wikipedia but lacks detailed context regarding their life or contributions. Without further data, their historical significance remains unclear.",,,not found,not found,not found,no,no,no,no,Rep. J. Troy Peacock
36,Hillsborough,10,Lieutenant Benedict J. Thomas Memorial Highway,"That portion of Interstate 75/S.R. 93A between Fowler Avenue and Fletcher Avenue in Hillsborough County is designated as ""Lieutenant Benedict J. Thomas Memorial Highway.""", ,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,7, , ,, ,, ,36,3489.40260139,0,4cb3a101-6f86-4a16-a70d-68f0da524fc8,3972.65105962825,Lieutenant Benedict J. Thomas,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/13207-lieutenant-benedict-james-thomas,Lieutenant Benedict James Thomas,32,11 years,Not available,Struck by vehicle,,BENEDICT JAMES THOMAS Lieutenant Thomas was struck by a vehicle and killed while investigating an abandoned vehicle on I-75 in Tampa. He was walking back to his patrol car at the time. Lieutenant Thomas had served with the Florida Highway Patrol for 11 years.,BIO Age 32 Tour 11 years Badge Not available INCIDENT DETAILS Cause Struck by vehicle Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Struck by vehicle,https://en.wikipedia.org/wiki/Benedict_Arnold,no,1741-01-14,Found,38.1,TRUE,seq=9.1; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Benedict Arnold was born on January 14, 1741, in Norwich, Connecticut, and died on June 14, 1801, in London, England. He was a general during the American Revolutionary War, initially fighting for the Continental Army with notable achievements such as the capture of Fort Ticonderoga and leadership in the Quebec expedition. Arnold later became infamous for defecting to the British Army in 1780, a treasonous act that cemented his legacy as a traitor in American history. His military career, both before and after his defection, played a pivotal yet controversial role in the war’s outcome.",,1801-06-14,"Norwich, Connecticut, United States","London, England, United Kingdom",male,no,yes,yes,no,Lieutenant Benedict J. Thomas
37,Broward,86,Edith Lederberg Lane,"That portion of N.W. 53rd Street between Hiatus Road in N.W. 103rd Avenue in Broward County is designated as ""Edith Lederberg Lane.""", ,HB0385,2019/07/01 05:00:00+00,2019,4, , ,, ,, ,37,1610.20242081,0,636e7322-3473-4295-bc1d-e97632700515,211.383208696702,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Charles_Lindbergh,no,1902-02-04,Found,39,TRUE,seq=10.0; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"Charles Lindbergh was an American aviator born on February 4, 1902, who became world-famous for making the first solo nonstop transatlantic flight in 1927 aboard the Spirit of St. Louis. His historic 33.5-hour flight from New York to Paris earned him the nickname 'Lucky Lindy' and cemented his legacy as a pioneering figure in aviation history. Beyond flying, he worked as an air mail pilot, military advisor, and advocate for aviation technology, though his later life was marked by controversy over his isolationist views before World War II. Lindbergh died on August 26, 1974, in Hawaii, leaving behind a complex legacy as both an aviation hero and a polarizing public figure.","['University of Wisconsin–Madison, mechanical engineering (dropped out)', 'United States Army Air Service Flight School, pilot training']",1974-08-26,"Detroit, Michigan, United States","Kipahulu, Maui, Hawaii, United States",male,no,yes,yes,no,Edith Lederberg
38,Polk,16,Trooper John C. Hagerty Memorial Highway,"That portion of I-4 (16320000) between mile markers 36 and 44 in Polk County is designated as ""Trooper John C. Hagerty Memorial Highway.""",I-4,HB0385,2019/07/01 05:00:00+00,2019,1, , ,, ,, ,38,12898.130849,0,f0ece47a-6377-44d6-8adf-58c5c39a6ff7,14630.4472972137,Trooper John C. Hagerty,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/5899-trooper-john-c-hagerty,Trooper John C. Hagerty,44,13 years,Not available,Aircraft accident,,"JOHN C. HAGERTY Trooper John Hagerty was killed when the traffic plane he was piloting was struck by a low-flying U.S. Navy plane over Lakeland. He was monitoring traffic on I-4, flying at an altitude of approximately 1,000 feet, when two Navy A7B Corsair bombers entered the airspace near him. One of the jets collided with his plane, slicing it in two. The wreckage of his plane landed on I-4, approximately four miles north of Lakeland. Trooper Hagerty and other troopers had previously reported Navy aircraft buzzing the traffic control planes and vehicles on the highway. Trooper Hagerty had served with the Florida Highway Patrol for 13 years.",BIO Age 44 Tour 13 years Badge Not available INCIDENT DETAILS Cause Aircraft accident Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Aircraft accident,https://en.wikipedia.org/wiki/John_Kennedy_%28Louisiana_politician%29,no,1951-11-21,Found,37,TRUE,seq=8.0; last-mismatch:-4; human:+40; fl-miss:-10; us:+5,"John Kennedy is an American politician and lawyer born on November 21, 1951, in Centreville, Mississippi. He has served as the Louisiana State Treasurer (2000–2017) and was elected to the U.S. Senate in 2016, representing Louisiana as a Republican. Known for his fiscal conservatism and folksy communication style, Kennedy has been a prominent figure in Louisiana and national politics. He remains active in the Senate, focusing on issues like government spending, energy policy, and criminal justice reform.","['Vanderbilt University, Bachelor of Arts', 'University of Virginia School of Law, Juris Doctor', 'University of Oxford (Magdalen College), Bachelor of Civil Law']",,"Centreville, Mississippi, United States",not found,male,no,yes,no,no,Trooper John C. Hagerty
39,Brevard,70,Trooper Joseph Sawtell Jr. Memorial Highway,"That portion of Babcock Road (70012000) between Malabar Road and Palm Bay Road, in Brevard County, is designated as ""Trooper Joseph Sawtell Jr. Memorial Highway.""", ,HB0385,2019/07/01 05:00:00+00,2019,5, , ,, ,, ,39,4063.79329936,0,a5e59418-3ea9-4a4e-a7b8-a4e32319fa6e,4625.75479988257,Trooper Joseph Sawtell Jr.,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/11796-trooper-joseph-newton-sawtell-jr,"Trooper Joseph Newton Sawtell, Jr.",23,4 months,Not available,Automobile crash,,"JOSEPH NEWTON SAWTELL, JR. Trooper Sawtell was killed in an automobile accident in Melbourne when his cruiser was struck by a car that ran stop sign. Trooper Sawtell had served with the Florida Highway Patrol for 4 months.",BIO Age 23 Tour 4 months Badge Not available INCIDENT DETAILS Cause Automobile crash Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs,INCIDENT DETAILS Cause Automobile crash,https://en.wikipedia.org/wiki/List_of_film_director%E2%80%93composer_collaborations,no,,Found,0,TRUE,seq=6.8; last-mismatch:-4; fl-miss:-10; nobility:-40,"The provided content does not contain biographical information about an individual but instead references a Wikipedia list page documenting collaborations between film directors and composers. Such collaborations are notable in cinema history for shaping iconic film scores and enhancing storytelling through music. The page categorizes partnerships alphabetically, highlighting the creative synergy between directors like Alfred Hitchcock and Bernard Herrmann or Tim Burton and Danny Elfman. No specific person's birth, death, profession, or achievements are detailed in this excerpt.",,,not found,not found,not found,no,no,no,no,Trooper Joseph Sawtell Jr.
