state,highway_name,route_no,from_location,to_location,county,person_name,wikipedia_url,match_confidence,validated,validation_notes,correct_person,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score
Utah,Navajo Code Talker Highway,SR-162; US-191; US-163,Utah-Colorado border near Aneth,Utah-Arizona border near Monument Valley,,Navajo Code Talker,https://en.wikipedia.org/wiki/Allen_Dale_June,55.1,true,seq=6.1; last-mismatch:-4; human:+40; state(Utah):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic Wikipedia interface and does not contain any content about Allen Dale June. Without article content confirming the person's identity, connection to Utah, or relevance as a Navajo Code Talker, it cannot be validated as the correct subject for the 'Navajo Code Talker Highway' in Utah.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Utah,Grand Army of the Republic Highway,US-6,Utah state line (west),Utah state line (east),,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Utah,Golden Spike/Lincoln Memorial Highway,SR-13; SR-83,Brigham City (SR-13/I-15 interchange) to Corinne (SR-13/SR-83/4800 W); Corinne to Golden Spike Dr (SR-83),,,Golden Spike/Lincoln,https://en.wikipedia.org/wiki/Hezekiah_Bissell,55.0,true,seq=2.2; last-mismatch:-4; human:+40; state(Utah):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic navigation menu and does not contain any information about a person named Hezekiah Bissell. Without article content confirming the person's identity, profession, or connection to Utah, it cannot be validated as the correct individual for the highway designation.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Utah,Jake Garn Legacy Highway,US-40,I-80,SR-32,,Jake Garn Legacy,https://en.wikipedia.org/wiki/J._Bracken_Lee,59.7,true,seq=10.7; last-mismatch:-4; human:+40; state(Utah):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for J. Bracken Lee, a former Governor of Utah and Mayor of Salt Lake City, but the highway is named 'Jake Garn Legacy Highway' after Jake Garn, a U.S. Senator from Utah and former astronaut. The names do not match, and the article subject is not the person the highway is named after.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Utah,Borgstrom Brothers Memorial Highway,SR-102,,,,Borgstrom Brothers,https://en.wikipedia.org/wiki/Lawson_Crouse,50.0,true,seq=5.2; last-mismatch:-4; human:+40; state(Utah):+10,false,"[UNVERIFIED] The provided Wikipedia article content is only a generic Wikipedia interface and does not contain any information about Lawson Crouse. The highway is named after the 'Borgstrom Brothers' (likely a local family or historical figures from Utah), not Lawson Crouse. Lawson Crouse is a professional ice hockey player, which does not align with the typical profile for a memorial highway naming (often for local tragedy or service), and there is no indication he has a connection to Utah or the Borgstrom family.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Connecticut,Merritt Parkway,15,"New York State Line, Greenwich","west begin of Housatonic River Bridge, Stratford",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Wilbur Cross Parkway,15,"West begin of Housatonic River Bridge, Stratford","begin overpass Interstate Route 91, Meriden",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,"Milford Parkway - Officer Daniel S. Wasson, Milford Police Department, Connector",796,United States Route 1 (Boston Post Road),"Route 15 (Wilbur Cross Parkway), Milford",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Wilbur Cross Highway,15,"Route 314 (Berlin Turnpike), Wethersfield","Interstate Route 84, East Hartford",,Wilbur Cross,https://en.wikipedia.org/wiki/Wilbur_Lucius_Cross,75.0,true,seq=15.5; human:+40; state(Connecticut):+10; us:+5,true,"Wilbur Lucius Cross was an American academic and literary scholar born on April 10, 1862, in Mansfield, Connecticut. He served as the president of Yale University from 1921 to 1930, where he was known for his administrative leadership and contributions to the institution's growth. Cross was also a notable literary critic and editor, significantly influencing American letters through his work on the Yale Review. He died on October 5, 1948, in New Haven, Connecticut, leaving a legacy in both education and literature.","['Yale University', 'Bachelor of Arts', 'Yale University', 'Doctor of Philosophy']",1862-04-10,1948-10-05,"Mansfield, Connecticut, United States","New Haven, Connecticut, United States",male,no,no,no,no,,,,,,,,,,
Connecticut,Thaddeus Kosciuszko Highway & Polish Legion of American Veterans Memorial Highway,72,"Route 9 northbound, New Britain","south junction overlap Interstate Route 84, Plainville",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Thaddeus Kosciuszko Highway & Polish Legion of American Veterans Memorial Highway,72,North junction overlap Interstate Route 84,"Route 372 (Forestville Avenue), Plainville",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Wilbur Cross Highway,84,"Route 15 (Wilbur Cross Parkway), East Hartford","Massachusetts State Line, Union",,Wilbur Cross,https://en.wikipedia.org/wiki/Wilbur_Lucius_Cross,75.0,true,seq=15.5; human:+40; state(Connecticut):+10; us:+5,true,"Wilbur Lucius Cross was an American academic and literary scholar born on April 10, 1862, in Mansfield, Connecticut. He served as the president of Yale University from 1921 to 1930, where he was known for his administrative leadership and contributions to the institution's growth. Cross was also a notable literary critic and editor, significantly influencing American letters through his work on the Yale Review. He died on October 5, 1948, in New Haven, Connecticut, leaving a legacy in both education and literature.","['Yale University', 'Bachelor of Arts', 'Yale University', 'Doctor of Philosophy']",1862-04-10,1948-10-05,"Mansfield, Connecticut, United States","New Haven, Connecticut, United States",male,no,no,no,no,,,,,,,,,,
Connecticut,Governor John Davis Lodge Turnpike (partial),95,"New York State Line, Greenwich","Rhode Island State Line, North Stonington",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Clarence B. Sharp Highway,349,Meridian Street Extension,"Interstate Route 95, Groton",,Clarence B. Sharp,https://en.wikipedia.org/wiki/Ezra_T._Sprague,56.5,true,seq=7.5; last-mismatch:-4; human:+40; state(Connecticut):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Ezra T. Sprague, but the highway is named 'Clarence B. Sharp Highway'. The names do not match, and there is no indication in the provided text that Ezra T. Sprague is connected to Clarence B. Sharp or that the highway is named after Sprague.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Connecticut,Governor John Davis Lodge Turnpike (partial),395,"Interstate Route 95, East Lyme","Massachusetts State Line, Thompson",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Bradley Int’l Airport Connector – 82nd Airborne Memorial Highway,401,Route 20,"SB Connector from Old SSR 403 (CAA), Bradley International Airport, Windsor Locks",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Whitehead Highway,598,Pulaski Circle,"Interstate Route 91, Hartford",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Governor John Davis Lodge Turnpike,695,"Interstate Route 395, Plainfield","United States Route 6, Killingly",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Bradley Int’l Airport Connector – 82nd Airborne Memorial Highway,401,SB Connector from Old SSR 403 (CAA),"Trap Rock Road, Bradley International Airport, Windsor Locks",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Connecticut,William J. Hilliard Memorial Highway,504,Flatbush Avenue,"Interstate Route 84, Hartford",,William J. Hilliard,https://en.wikipedia.org/wiki/Benedict_Arnold,55.0,true,seq=5.9; last-mismatch:-4; human:+40; state(Connecticut):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Benedict Arnold, a famous American Revolutionary War figure known for treason, not William J. Hilliard. The highway name explicitly references 'William J. Hilliard,' and there is no indication in the provided text that this is the same person or that Benedict Arnold has any connection to a memorial highway in Connecticut under that name.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Connecticut,E Bartlett Barnes Highway,72,"Route 372 (Forestville Avenue), Plainville","Pine Street #1, Bristol",,E Bartlett Barnes,https://en.wikipedia.org/wiki/Henry_Chandler_Cowles,57.4,true,seq=8.4; last-mismatch:-4; human:+40; state(Connecticut):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Henry Chandler Cowles, a botanist and ecologist, but the highway is named 'E Bartlett Barnes Highway'. The names do not match, and there is no indication in the provided text that Cowles is associated with that specific highway designation or that the highway is named after him.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Connecticut,Clarence B. Sharp Highway,349,Mumford Avenue #1,"Meridian Street Extension, Groton",,Clarence B. Sharp,https://en.wikipedia.org/wiki/Ezra_T._Sprague,56.5,true,seq=7.5; last-mismatch:-4; human:+40; state(Connecticut):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is for Ezra T. Sprague, but the highway is named 'Clarence B. Sharp Highway'. The names do not match, and there is no indication in the provided text that Ezra T. Sprague is connected to Clarence B. Sharp or that the highway is named after Sprague.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Oregon,Old Oregon Trail,,Idaho state line at Ontario and Nyssa (east-west state highway),"Seaside on the Pacific Ocean (via Huntington, Baker City, La Grande, Pendleton, Umatilla, The Dalles, Hood River, Portland, Astoria)",,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Vietnam Veterans Memorial Highway,I-84,Intersects I-5 in Portland,Idaho state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,World War II Veterans Historic Highway,US-97,California state line,Washington state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,World War II Veterans Historic Highway,OR-126,US 97,Prineville-Crook County Airport,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Police Chief Ralph Painter Memorial Highway,US-30,St. Helens,Rainier (Lower Columbia River Highway segment),,Police Chief Ralph Painter,https://en.wikipedia.org/wiki/Claude_Akins,70.3,true,seq=6.3; last-mismatch:-4; human:+40; le:+15; state(Oregon):+10; us:+5,false,"[UNVERIFIED] The Wikipedia article is about Claude Akins, an American actor known for roles in 'The Rockford Files' and 'Movin' On', not a law enforcement figure. The highway is named after Police Chief Ralph Painter, a law enforcement officer from Oregon, making the article subject incorrect for the memorial.",[],,,not found,not found,not found,no,no,no,no,https://www.odmp.org/officer/20645-chief-of-police-ralph-arthur-painter,Chief of Police Ralph Arthur Painter,"Chief Ralph Painter was shot and killed after responding to a local car stereo shop on Rock Crest Street in which a man was attempting to take a car that did not belong to him. When Chief Painter made contact with the man a struggle ensued. The subject was able to disarm and fatally shoot him. The man then exchanged shots with responding officers before being wounded and taken into custody. The subject pleaded guilty to aggravated murder in March 2019 and was subsequently sentenced to life in prison. On April 13th, 2019, the subject's half-brother fatally shot Deputy Sheriff Justin DeRosier with the Cowlitz County Sheriff's Office near Kalama, Washington. Chief Painter had served with the Rainier Police Department for 25 years. He is survived by his wife and seven children.",55,25 years,Not available,Gunfire,"Wednesday, January 5, 2011",Cause: Gunfire Weapon: Officer's handgun Offender: Sentenced to life,100.0
Oregon,Officer Chris Kilcullen Memorial Highway,OR-126,West 6th Avenue & West 7th Avenue in Eugene,Main Street in Springfield,,Officer Chris Kilcullen,,35.2,false,seq=6.2; last-mismatch:-4; human:+40; state-miss(Oregon):-10; us:+5,,,,,,,,,,,,,,,,,,,,,,
Oregon,Warm Springs Veterans Memorial Highway,US-26,Within the Warm Springs Reservation,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,William Tebeau Memorial Highway,OR-126,US 101 in Florence,OR 569 (Beltline Highway) in Eugene,,William Tebeau,https://en.wikipedia.org/wiki/William_Tebeau,50.0,true,seq=20.0; human:+40; state-miss(Oregon):-10,false,"[UNVERIFIED] The provided Wikipedia article text is only a generic Wikipedia interface and navigation menu, containing no information about a person named William Tebeau. Without any biographical details, it cannot be confirmed that this article is about the individual for whom the Oregon highway is named.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Oregon,World War I Veterans Memorial Highway,US-395,California state line,Washington state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Korean War Veterans Memorial Highway,I-5,California state line,Washington state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Purple Heart Trail,I-5,California state line,Washington state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Atomic Veterans and Atomic Cleanup Veterans Memorial Highway,I-5,Albany,Salem,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,"Persian Gulf, Afghanistan and Iraq Veterans Memorial Highway",US-101,California state line,Washington state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,POW/MIA Memorial Highway,US-26,US 101,Idaho state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Oregon Nisei Veterans World War II Memorial Highway,OR-35,US 26,US 30,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Oregon Gold Star Families Memorial Highway,US-30,US 101,Idaho state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Oregon,Don Kendall Memorial Highway,US-395,State Highway 74 (Heppner Highway),Ukiah,,Don Kendall,https://en.wikipedia.org/wiki/Carroll_Williams,55.0,true,seq=4.4; last-mismatch:-4; human:+40; state(Oregon):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article snippet is only a generic Wikipedia menu/navigation bar and contains no information about Carroll Williams. The highway is named 'Don Kendall Memorial Highway' in Oregon, but the article subject is 'Carroll Williams,' with no apparent connection to Don Kendall or Oregon in the snippet. Without evidence linking Carroll Williams to the memorial or the state, this is likely not the correct person.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
Oregon,Oregon Medal of Honor Highway,US-20,Newport,Idaho state line,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Blue Star Memorial Highway,WIS 23,Sheboygan County,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Cinco de Mayo Memorial Highway,WIS 59,City of Milwaukee,,,,,,,no person name extracted,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,Citizen Soldier Highway,WIS 27,Brule,Prairie du Chien,,Citizen Soldier,https://en.wikipedia.org/wiki/Carl_Schmidt_%28politician%29,70.0,true,seq=5.9; last-mismatch:-4; human:+40; mil:+15; state(Wisconsin):+10; us:+5,false,"[UNVERIFIED] The provided Wikipedia article snippet is only a generic navigation menu and does not contain any content about a person named Carl Schmidt. Without article content, there is no evidence that this is the correct person, and the highway name 'Citizen Soldier Highway' suggests a military connection which is not confirmed here.",[],,,not found,not found,not found,no,no,no,no,,,,,,,,,,
